id,label
00006537328c33e284c973d7b39d340809f7271b.tif,0.9900137
0000ec92553fda4ce39889f9226ace43cae3364e.tif,0.9564307
00024a6dee61f12f7856b0fc6be20bc7a48ba3d2.tif,0.9838538
000253dfaa0be9d0d100283b22284ab2f6b643f6.tif,0.00023794627
000270442cc15af719583a8172c87cd2bd9c7746.tif,0.0016704609
000309e669fa3b18fb0ed6a253a2850cce751a95.tif,0.00070184615
000360e0d8358db520b5c7564ac70c5706a0beb0.tif,0.1759077
00040095a4a671280aeb66cb0c9231e6216633b5.tif,0.2428169
000698b7df308d75ec9559ef473a588c513a68aa.tif,0.9458916
0006e1af5670323331d09880924381d67d79eda0.tif,0.8785736
000997a6038fa7441aa0111ac456255060a354c4.tif,0.0046922425
000c8db3e09f1c0f3652117cf84d78aae100e5a7.tif,0.00972776
000de14191f3bab4d2d6a7384ca0e5aa5dc0dffe.tif,0.78886306
000e6341cf18365d35b40f4991002fec8834afc0.tif,0.696643
0010e2887e0b977fcdfdf4c50564fafbbc2b6208.tif,0.0013544274
0010e7eaa3d8e14203cd3900b739d8bf0f0b67f0.tif,0.683475
001161a2eca200f565f12870048a78fa5b320dee.tif,0.03157338
0011807dd1e3306ff3f7a755fd3efbefa2901dce.tif,0.047609106
00118bec91b7fae175791896f7011ff506b3d7dd.tif,0.0010781223
0011f0596a038fc8daec4fde71465e347515392e.tif,0.00077679
0014fdb3da986174f9a1d7ae95f3b75a2d025a57.tif,0.021975951
00153be8e27526f9c2f035aff25ca9264db0a2ed.tif,0.014689537
0016dddb2797d3fafb38c2651c5589d92030e835.tif,0.06273133
00179c97cd2aaeafcbce352aa387db1b76616a53.tif,0.8988682
00186a82134c399e8bb77d038475741d696cb72b.tif,0.012737219
001d59af39e296eb8323a190f58cf498f66fb08d.tif,0.01189619
001da402e229c18631c3dd7b8953e6f7e5d3ce99.tif,0.0032544688
001e385106b858d95c122a1cb3a930d3f30e67de.tif,0.17702033
001e92257a59ac137d99f52419884ca60e0b91ee.tif,0.010357475
0020b6b5a91d83fe3ba41ea6b89113db0848dac4.tif,0.023982434
002301620eee6e44284e4c18c3e2108d823f985f.tif,0.589185
00238b4440f7c4c4a242e109d9729865414d87f7.tif,0.021928525
00242f68262419a6703563c7b3995abfcee8f934.tif,0.034344472
00246a8e5ca1c1080530593b42527e6fb425fb6b.tif,0.0132750375
